#	X	Y	Z
1210	42	41	37	39
1211	43	47	37	41
1212	41	42	38	39
1213	42	44	38	40
1214	43	44	39	40
1215	42	44	39	41
1216	44	47	39	42
1217	43	44	40	41
1218	44	46	40	42
1219	43	44	41	42
1220	46	45	41	43
1221	45	46	42	43
1222	47	46	42	44
1223	46	47	43	44
1224	46	47	44	45
